size_sq_meters,bedrooms,bathrooms,price,property_type,district,amenities,price_per_sqm,amenity_count
135.7,1,2,3837.99,Studio,Dublin 4,Gym;Pool,28.28,2
134.6,3,1,1371.44,Studio,Dublin 2,Parking;Garden,10.19,2
33.5,3,1,4311.53,House,Dublin 4,Gym;Parking,128.7,2
129.1,2,1,1450.1,Studio,Dublin 4,None,11.23,0
45.5,3,1,2064.94,Apartment,Dublin 3,None,45.38,0
70.2,4,2,1845.7,Apartment,Dublin 2,Parking;Garden,26.29,2
119.2,1,1,2363.69,Studio,Dublin 2,Gym;Parking,19.83,2
49.3,3,1,1869.59,House,Dublin 6,Gym;Parking,37.92,2
128.2,4,2,2853.59,House,Dublin 6,Parking;Garden,22.26,2
129.9,2,2,2511.11,House,Dublin 1,Gym;Pool,19.33,2
90.9,4,1,4943.59,Studio,Dublin 4,Gym;Parking,54.38,2
30.8,2,1,1034.89,Studio,Dublin 3,None,33.6,0
64.4,2,2,1397.16,Apartment,Dublin 6,Parking;Garden,21.7,2
104.0,1,2,1021.87,House,Dublin 2,None,9.83,0
147.7,1,2,3428.53,Apartment,Dublin 1,Gym;Pool,23.21,2
105.8,4,1,1028.94,Apartment,Dublin 3,Parking;Garden,9.73,2
61.2,1,1,4313.05,House,Dublin 8,None,70.47,0
106.1,1,1,2950.14,Studio,Dublin 2,None,27.81,0
94.8,1,2,3013.43,Studio,Dublin 2,Gym;Pool,31.79,2
123.6,4,2,3158.7,Apartment,Dublin 8,Parking;Garden,25.56,2
42.8,3,2,1517.42,Apartment,Dublin 4,Gym;Parking,35.45,2
121.3,1,1,1630.3,Apartment,Dublin 4,Gym;Parking,13.44,2
95.0,1,2,2139.03,Apartment,Dublin 6,None,22.52,0
145.6,4,1,3292.68,House,Dublin 6,Gym;Pool,22.61,2
71.0,3,2,1682.49,Apartment,Dublin 2,None,23.7,0
105.9,1,1,1288.59,Apartment,Dublin 2,Gym;Pool,12.17,2
141.8,2,1,4874.49,Studio,Dublin 6,Gym;Parking,34.38,2
42.3,4,2,892.32,Studio,Dublin 8,None,21.1,0
142.5,1,1,4171.33,Studio,Dublin 6,None,29.27,0
112.5,1,2,4109.75,House,Dublin 2,Gym;Pool,36.53,2
38.1,2,1,2048.3,House,Dublin 3,Parking;Garden,53.76,2
66.1,2,2,1369.63,Studio,Dublin 2,Gym;Pool,20.72,2
115.0,4,2,1411.64,Studio,Dublin 3,Parking;Garden,12.28,2
38.1,4,1,3729.21,Apartment,Dublin 3,Gym;Parking,97.88,2
99.9,2,2,3499.79,Apartment,Dublin 2,None,35.03,0
71.5,4,1,4087.53,House,Dublin 1,None,57.17,0
104.5,2,2,4737.42,House,Dublin 6,Gym;Pool,45.33,2
35.5,1,2,3706.09,Apartment,Dublin 4,Gym;Pool,104.4,2
134.6,2,2,1454.58,Studio,Dublin 2,Gym;Parking,10.81,2
146.8,2,2,1822.46,Apartment,Dublin 3,Gym;Parking,12.41,2
146.3,3,1,4337.21,House,Dublin 2,Parking;Garden,29.65,2
120.0,2,2,1679.09,House,Dublin 6,Gym;Parking,13.99,2
45.6,2,2,1104.59,Apartment,Dublin 8,Gym;Parking,24.22,2
121.0,3,1,3753.78,Apartment,Dublin 3,Gym;Parking,31.02,2
33.0,4,1,2490.61,Apartment,Dublin 4,Gym;Parking,75.47,2
32.7,3,1,4664.17,House,Dublin 4,Parking;Garden,142.64,2
68.8,1,1,3531.07,Studio,Dublin 4,Gym;Parking,51.32,2
88.6,3,1,1179.76,Apartment,Dublin 8,Parking;Garden,13.32,2
122.4,1,1,4781.0,House,Dublin 1,Gym;Pool,39.06,2
112.0,4,2,1885.94,House,Dublin 3,None,16.84,0
83.5,3,1,2216.29,House,Dublin 8,Gym;Pool,26.54,2
62.8,3,2,2489.49,Apartment,Dublin 3,Gym;Parking,39.64,2
149.7,4,1,1015.14,Apartment,Dublin 8,None,6.78,0
81.1,1,2,2885.36,Studio,Dublin 8,Gym;Parking,35.58,2
84.2,3,2,1317.94,House,Dublin 1,Gym;Parking,15.65,2
49.6,1,2,2484.08,Apartment,Dublin 3,Gym;Pool,50.08,2
125.4,3,1,2272.98,House,Dublin 8,Gym;Parking,18.13,2
113.2,2,1,4045.93,House,Dublin 1,Gym;Pool,35.74,2
56.5,3,1,4173.32,Studio,Dublin 2,Gym;Parking,73.86,2
39.9,4,1,1444.33,Apartment,Dublin 6,Parking;Garden,36.2,2
111.7,4,2,2339.51,Apartment,Dublin 8,None,20.94,0
108.5,1,1,2368.08,House,Dublin 4,Gym;Pool,21.83,2
62.8,3,2,1435.92,House,Dublin 1,Gym;Pool,22.86,2
144.1,1,2,4153.5,Studio,Dublin 1,None,28.82,0
48.1,1,1,3770.36,Studio,Dublin 8,Gym;Pool,78.39,2
81.9,2,1,1599.6,Studio,Dublin 1,None,19.53,0
143.2,2,1,2340.23,Studio,Dublin 2,Parking;Garden,16.34,2
80.4,4,2,1244.38,Studio,Dublin 1,Gym;Parking,15.48,2
106.6,1,1,3438.47,Studio,Dublin 6,Parking;Garden,32.26,2
77.7,4,2,1309.76,House,Dublin 6,Gym;Parking,16.86,2
62.9,3,1,4940.92,Studio,Dublin 4,None,78.55,0
148.1,1,2,4078.86,House,Dublin 2,Parking;Garden,27.54,2
79.1,1,1,2439.0,House,Dublin 6,Gym;Parking,30.83,2
137.3,3,1,3229.97,Apartment,Dublin 8,None,23.52,0
57.6,3,2,4627.64,House,Dublin 3,Gym;Parking,80.34,2
55.6,4,1,3127.22,House,Dublin 3,Gym;Pool,56.24,2
33.7,4,1,1532.89,Studio,Dublin 3,Gym;Pool,45.49,2
108.2,3,1,2390.55,House,Dublin 8,None,22.09,0
74.2,4,1,4341.21,Studio,Dublin 1,Gym;Parking,58.51,2
133.7,3,1,3505.69,Studio,Dublin 8,Gym;Pool,26.22,2
86.8,1,1,3533.04,Studio,Dublin 1,Parking;Garden,40.7,2
146.2,1,1,4440.65,Apartment,Dublin 3,Gym;Parking,30.37,2
52.3,2,2,4554.69,Studio,Dublin 4,Gym;Parking,87.09,2
134.2,1,2,4663.13,House,Dublin 4,Gym;Pool,34.75,2
123.2,3,1,1198.37,Studio,Dublin 1,Gym;Pool,9.73,2
122.5,4,1,3085.33,Studio,Dublin 3,None,25.19,0
131.4,2,1,3910.14,Studio,Dublin 8,Gym;Parking,29.76,2
121.3,4,2,3979.09,Apartment,Dublin 4,Parking;Garden,32.8,2
105.1,3,2,3348.21,House,Dublin 1,Gym;Pool,31.86,2
45.7,1,1,1500.51,Apartment,Dublin 8,Gym;Parking,32.83,2
33.9,2,2,4149.17,House,Dublin 3,Gym;Pool,122.39,2
140.5,3,1,3824.47,Apartment,Dublin 2,None,27.22,0
104.0,2,1,1161.77,House,Dublin 3,Gym;Parking,11.17,2
125.6,2,1,2748.0,Apartment,Dublin 3,Gym;Parking,21.88,2
87.8,1,1,1530.71,Studio,Dublin 8,None,17.43,0
44.1,3,2,2217.4,Apartment,Dublin 8,Parking;Garden,50.28,2
45.0,4,2,875.94,Apartment,Dublin 6,Gym;Pool,19.47,2
112.3,2,1,2481.39,Studio,Dublin 6,None,22.1,0
81.6,2,2,3109.48,Studio,Dublin 8,Gym;Parking,38.11,2
54.1,4,2,3402.25,House,Dublin 8,None,62.89,0
89.0,3,1,3586.66,House,Dublin 2,Gym;Parking,40.3,2
37.7,2,2,4312.42,House,Dublin 2,None,114.39,0
99.8,2,1,1704.94,Apartment,Dublin 3,Parking;Garden,17.08,2
62.3,2,1,1306.02,House,Dublin 4,Gym;Parking,20.96,2
125.7,3,1,4376.46,Apartment,Dublin 2,None,34.82,0
67.2,3,1,1457.77,Apartment,Dublin 3,Parking;Garden,21.69,2
84.6,4,2,4893.99,House,Dublin 1,Parking;Garden,57.85,2
31.4,3,1,4338.66,House,Dublin 6,Gym;Pool,138.17,2
38.7,3,2,2903.68,Apartment,Dublin 4,Gym;Parking,75.03,2
77.1,1,1,4921.97,Studio,Dublin 3,Gym;Pool,63.84,2
87.6,4,1,1208.98,Studio,Dublin 8,Parking;Garden,13.8,2
102.0,2,2,2072.88,Apartment,Dublin 1,Gym;Pool,20.32,2
65.0,3,1,3480.54,House,Dublin 6,Gym;Pool,53.55,2
113.4,2,2,2270.03,Apartment,Dublin 1,None,20.02,0
133.2,2,2,4699.16,Apartment,Dublin 3,Gym;Pool,35.28,2
123.6,1,1,1075.63,House,Dublin 2,Parking;Garden,8.7,2
34.8,3,1,3107.53,Studio,Dublin 6,Gym;Pool,89.3,2
87.7,4,1,3281.64,Apartment,Dublin 1,Gym;Parking,37.42,2
42.6,3,1,3541.46,Studio,Dublin 2,None,83.13,0
59.0,2,1,1873.8,Studio,Dublin 4,Parking;Garden,31.76,2
148.4,4,1,2331.18,House,Dublin 3,Gym;Pool,15.71,2
47.1,3,2,4343.46,Apartment,Dublin 3,Gym;Parking,92.22,2
89.9,2,2,1618.76,Apartment,Dublin 6,Parking;Garden,18.01,2
104.2,2,1,4272.84,Studio,Dublin 1,Gym;Pool,41.01,2
114.3,1,2,3163.15,Studio,Dublin 4,None,27.67,0
97.2,1,2,4001.19,House,Dublin 8,Gym;Pool,41.16,2
31.2,1,1,3797.15,Studio,Dublin 6,Parking;Garden,121.7,2
69.2,2,1,1671.55,House,Dublin 8,Parking;Garden,24.16,2
92.1,3,2,3189.01,Apartment,Dublin 6,Parking;Garden,34.63,2
40.5,1,1,4444.44,House,Dublin 1,Gym;Parking,109.74,2
72.1,3,2,2614.89,Studio,Dublin 4,Gym;Pool,36.27,2
34.0,1,1,4859.68,Apartment,Dublin 1,Gym;Pool,142.93,2
39.4,4,2,2699.3,House,Dublin 3,Gym;Pool,68.51,2
77.6,4,2,1399.7,Apartment,Dublin 8,None,18.04,0
45.9,1,2,2435.63,House,Dublin 2,Gym;Parking,53.06,2
98.1,2,2,4797.15,Studio,Dublin 3,Gym;Parking,48.9,2
112.7,1,1,2142.83,Studio,Dublin 3,None,19.01,0
126.1,1,1,4446.01,Apartment,Dublin 8,Gym;Parking,35.26,2
54.0,2,2,4501.25,Apartment,Dublin 6,None,83.36,0
50.1,4,2,2270.78,Apartment,Dublin 3,Parking;Garden,45.32,2
42.5,3,1,1149.68,House,Dublin 4,Parking;Garden,27.05,2
106.4,1,1,3843.14,Studio,Dublin 3,Gym;Parking,36.12,2
114.8,2,2,2108.35,Apartment,Dublin 4,Parking;Garden,18.37,2
33.8,1,2,4088.28,Apartment,Dublin 1,Parking;Garden,120.96,2
142.3,2,2,2659.15,Apartment,Dublin 6,Parking;Garden,18.69,2
36.2,3,2,2838.12,House,Dublin 4,Gym;Pool,78.4,2
95.0,3,2,4067.22,Apartment,Dublin 3,Parking;Garden,42.81,2
115.1,4,1,2405.93,Apartment,Dublin 6,Gym;Pool,20.9,2
134.5,2,2,2661.13,House,Dublin 6,None,19.79,0
115.7,2,1,2380.0,House,Dublin 4,None,20.57,0
126.2,4,1,2342.83,Apartment,Dublin 4,None,18.56,0
70.7,4,1,3008.98,Apartment,Dublin 2,None,42.56,0
127.8,2,2,4196.96,House,Dublin 2,None,32.84,0
39.6,4,1,2319.43,Studio,Dublin 6,Parking;Garden,58.57,2
137.4,3,1,3001.87,House,Dublin 8,Parking;Garden,21.85,2
95.7,1,1,3617.05,Studio,Dublin 8,Parking;Garden,37.8,2
128.1,3,1,1931.65,Apartment,Dublin 2,None,15.08,0
84.3,4,2,1965.6,Apartment,Dublin 3,None,23.32,0
107.2,2,2,4720.34,Studio,Dublin 1,Gym;Pool,44.03,2
93.2,2,1,3838.85,House,Dublin 6,Gym;Parking,41.19,2
117.8,3,1,3224.18,Apartment,Dublin 1,Parking;Garden,27.37,2
39.8,2,2,3520.42,Studio,Dublin 2,Gym;Parking,88.45,2
37.2,4,2,923.06,House,Dublin 4,None,24.81,0
59.7,3,2,3396.03,Studio,Dublin 6,None,56.88,0
49.1,2,1,2939.94,House,Dublin 2,None,59.88,0
134.6,1,2,3092.15,House,Dublin 3,Gym;Parking,22.97,2
56.3,1,1,2309.58,House,Dublin 6,Gym;Pool,41.02,2
147.1,4,1,1142.19,House,Dublin 6,None,7.76,0
70.4,2,2,1612.02,Studio,Dublin 8,Gym;Pool,22.9,2
51.9,4,1,4793.13,Studio,Dublin 4,Gym;Pool,92.35,2
124.8,3,2,2516.54,Studio,Dublin 6,Parking;Garden,20.16,2
109.0,1,1,2760.07,Studio,Dublin 4,Gym;Parking,25.32,2
89.8,3,2,1021.38,Studio,Dublin 2,None,11.37,0
96.6,2,1,957.78,House,Dublin 3,Gym;Pool,9.91,2
116.3,4,1,3812.16,Apartment,Dublin 3,Gym;Parking,32.78,2
57.4,4,2,3060.0,Apartment,Dublin 6,Gym;Parking,53.31,2
149.6,4,2,2936.57,Studio,Dublin 6,None,19.63,0
147.0,3,2,1821.12,Studio,Dublin 2,Parking;Garden,12.39,2
108.0,1,2,3927.95,Apartment,Dublin 8,Parking;Garden,36.37,2
53.9,3,1,1506.59,House,Dublin 8,Gym;Pool,27.95,2
111.6,3,2,1597.73,Studio,Dublin 8,Parking;Garden,14.32,2
38.7,2,2,2734.99,House,Dublin 4,Parking;Garden,70.67,2
33.7,2,1,2002.38,Apartment,Dublin 8,Parking;Garden,59.42,2
60.9,2,2,1839.34,Apartment,Dublin 3,Gym;Parking,30.2,2
85.5,1,2,3510.0,Studio,Dublin 4,None,41.05,0
134.2,1,1,3534.08,House,Dublin 2,Gym;Parking,26.33,2
117.3,2,2,4262.97,Studio,Dublin 3,Gym;Parking,36.34,2
119.1,2,2,2554.38,Apartment,Dublin 3,None,21.45,0
81.1,1,2,1106.96,House,Dublin 1,Gym;Parking,13.65,2
71.5,4,2,1949.4,Studio,Dublin 2,Gym;Pool,27.26,2
74.5,1,2,4916.02,Studio,Dublin 2,Gym;Pool,65.99,2
148.5,1,2,3304.29,Studio,Dublin 1,Gym;Parking,22.25,2
34.8,1,1,3780.9,Apartment,Dublin 4,Parking;Garden,108.65,2
134.0,2,2,830.9,Studio,Dublin 8,Gym;Parking,6.2,2
99.4,4,1,2976.46,House,Dublin 8,Parking;Garden,29.94,2
82.6,1,1,957.62,Studio,Dublin 8,Gym;Parking,11.59,2
117.0,2,1,3190.77,Apartment,Dublin 8,Gym;Pool,27.27,2
88.4,3,1,4667.24,Studio,Dublin 8,Parking;Garden,52.8,2
134.8,3,2,4867.36,Apartment,Dublin 1,Gym;Pool,36.11,2
138.1,1,2,3070.32,Apartment,Dublin 2,Gym;Parking,22.23,2
80.6,3,2,2724.46,House,Dublin 4,None,33.8,0
63.2,4,1,4769.07,House,Dublin 3,Parking;Garden,75.46,2
101.1,3,2,3629.16,Studio,Dublin 8,Parking;Garden,35.9,2
139.5,3,2,1072.58,Apartment,Dublin 1,Gym;Parking,7.69,2
55.3,4,2,2756.05,Apartment,Dublin 4,Gym;Parking,49.84,2
104.8,1,1,1809.03,House,Dublin 4,Parking;Garden,17.26,2
105.8,1,1,2773.18,House,Dublin 4,None,26.21,0
118.0,4,2,2712.96,Studio,Dublin 1,Gym;Parking,22.99,2
45.8,4,1,3245.01,Apartment,Dublin 3,Gym;Parking,70.85,2
115.9,4,1,2298.44,House,Dublin 8,Gym;Parking,19.83,2
139.1,3,2,1489.94,Studio,Dublin 4,None,10.71,0
51.6,4,1,2915.62,Apartment,Dublin 1,Parking;Garden,56.5,2
58.5,2,1,4286.85,Apartment,Dublin 2,Gym;Pool,73.28,2
146.6,3,2,3588.85,House,Dublin 1,Gym;Parking,24.48,2
51.7,1,1,2221.15,Studio,Dublin 1,None,42.96,0
132.5,1,1,4729.2,House,Dublin 1,Parking;Garden,35.69,2
89.1,1,1,4631.27,Studio,Dublin 4,Parking;Garden,51.98,2
59.7,3,1,1679.26,Apartment,Dublin 1,None,28.13,0
134.5,2,1,965.55,Studio,Dublin 2,Gym;Parking,7.18,2
83.4,4,1,3913.5,Studio,Dublin 4,Gym;Pool,46.92,2
91.8,4,1,4275.96,Studio,Dublin 2,Gym;Parking,46.58,2
73.1,1,1,4865.03,Studio,Dublin 6,Parking;Garden,66.55,2
101.2,1,2,4537.31,Studio,Dublin 1,Gym;Pool,44.84,2
49.6,3,2,3322.25,House,Dublin 8,Gym;Parking,66.98,2
76.9,2,2,3026.22,Studio,Dublin 8,Gym;Pool,39.35,2
146.3,4,2,916.93,Studio,Dublin 4,None,6.27,0
61.0,3,1,1835.96,Apartment,Dublin 8,Gym;Parking,30.1,2
108.8,4,2,2730.38,Studio,Dublin 4,Parking;Garden,25.1,2
69.0,1,2,3439.72,Apartment,Dublin 1,Parking;Garden,49.85,2
122.8,4,1,3140.46,House,Dublin 3,Gym;Pool,25.57,2
45.7,2,1,3919.07,House,Dublin 3,None,85.76,0
146.4,2,1,1975.02,Studio,Dublin 2,Gym;Parking,13.49,2
84.5,1,1,3172.8,House,Dublin 1,None,37.55,0
58.3,2,1,1170.2,Studio,Dublin 8,None,20.07,0
38.8,2,2,2537.4,House,Dublin 1,Gym;Pool,65.4,2
50.4,3,1,3950.68,Studio,Dublin 6,Gym;Pool,78.39,2
92.4,4,2,3712.28,Studio,Dublin 3,Gym;Parking,40.18,2
70.4,1,2,4960.7,Apartment,Dublin 8,Parking;Garden,70.46,2
129.5,1,1,1967.14,Apartment,Dublin 3,Gym;Parking,15.19,2
81.7,1,2,2892.4,Apartment,Dublin 1,None,35.4,0
59.8,1,2,2184.03,Apartment,Dublin 8,Gym;Pool,36.52,2
104.1,1,1,2650.53,Studio,Dublin 2,None,25.46,0
114.8,2,2,4399.19,House,Dublin 1,Gym;Pool,38.32,2
50.0,3,2,3673.68,Studio,Dublin 2,Parking;Garden,73.47,2
50.1,1,2,4506.25,Apartment,Dublin 8,None,89.95,0
34.4,3,1,1654.75,Apartment,Dublin 3,Gym;Pool,48.1,2
118.4,3,1,4468.12,House,Dublin 6,Gym;Parking,37.74,2
109.7,2,1,1051.0,Apartment,Dublin 4,Gym;Parking,9.58,2
87.0,1,2,4532.12,Studio,Dublin 3,Gym;Parking,52.09,2
131.3,2,1,2182.11,Studio,Dublin 2,None,16.62,0
126.7,1,2,2121.27,Studio,Dublin 1,Gym;Pool,16.74,2
100.2,2,1,2950.77,Studio,Dublin 8,Gym;Pool,29.45,2
134.2,3,2,4750.9,Studio,Dublin 3,Gym;Pool,35.4,2
54.7,1,1,1000.68,House,Dublin 6,None,18.29,0
43.4,4,1,2279.37,Studio,Dublin 8,Gym;Pool,52.52,2
62.4,3,2,4397.6,Apartment,Dublin 2,Parking;Garden,70.47,2
36.9,4,1,2463.43,Apartment,Dublin 8,None,66.76,0
93.7,3,2,1636.46,Apartment,Dublin 8,Parking;Garden,17.46,2
142.4,2,1,2584.14,Apartment,Dublin 1,Parking;Garden,18.15,2
34.7,1,1,2419.32,House,Dublin 4,Gym;Parking,69.72,2
44.7,3,2,4644.75,Apartment,Dublin 2,None,103.91,0
84.3,2,2,4000.12,House,Dublin 1,Gym;Pool,47.45,2
142.1,1,2,2921.49,Apartment,Dublin 4,Parking;Garden,20.56,2
67.9,1,1,4951.16,House,Dublin 1,None,72.92,0
90.9,3,2,2754.17,House,Dublin 4,Gym;Pool,30.3,2
35.0,1,1,1044.6,House,Dublin 4,Gym;Parking,29.85,2
47.8,3,2,1901.55,Apartment,Dublin 4,None,39.78,0
148.4,1,2,2631.5,House,Dublin 1,None,17.73,0
145.8,4,2,1458.99,Studio,Dublin 8,None,10.01,0
30.6,2,2,4779.77,Studio,Dublin 4,Gym;Pool,156.2,2
144.2,4,2,4020.77,Apartment,Dublin 8,Parking;Garden,27.88,2
106.7,3,2,1926.81,Studio,Dublin 2,Parking;Garden,18.06,2
134.2,4,1,3281.38,Studio,Dublin 6,None,24.45,0
84.6,3,2,3830.09,Studio,Dublin 8,None,45.27,0
91.9,1,1,4753.37,Apartment,Dublin 6,Gym;Pool,51.72,2
88.7,1,2,4502.87,Apartment,Dublin 4,Gym;Parking,50.77,2
110.0,3,2,2963.81,Studio,Dublin 6,None,26.94,0
46.8,4,2,4053.54,Apartment,Dublin 6,None,86.61,0
33.6,1,1,3161.01,House,Dublin 4,Gym;Parking,94.08,2
67.0,2,1,3121.36,Studio,Dublin 8,None,46.59,0
114.6,1,2,1281.92,Apartment,Dublin 4,Parking;Garden,11.19,2
54.2,2,1,1329.78,Apartment,Dublin 2,None,24.53,0
110.8,4,2,3024.04,Studio,Dublin 3,Parking;Garden,27.29,2
146.4,2,2,1929.22,Apartment,Dublin 1,Gym;Pool,13.18,2
41.3,2,1,888.35,Studio,Dublin 4,Gym;Pool,21.51,2
110.7,2,1,3835.92,Apartment,Dublin 4,Parking;Garden,34.65,2
83.3,2,1,936.44,House,Dublin 6,Parking;Garden,11.24,2
134.2,1,1,3300.16,Studio,Dublin 2,Gym;Parking,24.59,2
51.3,2,2,3064.61,House,Dublin 6,Parking;Garden,59.74,2
113.1,1,1,4869.02,Studio,Dublin 8,Parking;Garden,43.05,2
130.6,2,1,2833.7,Apartment,Dublin 4,None,21.7,0
143.4,3,2,1067.13,House,Dublin 4,Gym;Parking,7.44,2
112.0,4,1,3117.09,Apartment,Dublin 6,Parking;Garden,27.83,2
89.7,2,1,4332.6,Studio,Dublin 4,Parking;Garden,48.3,2
104.1,3,1,4986.77,Studio,Dublin 8,Parking;Garden,47.9,2
134.3,2,1,2607.44,Studio,Dublin 3,None,19.42,0
98.5,2,2,2145.25,Studio,Dublin 1,None,21.78,0
33.6,2,2,4607.94,Studio,Dublin 1,None,137.14,0
141.7,3,1,1603.22,House,Dublin 1,Gym;Pool,11.31,2
112.7,4,1,3384.8,Studio,Dublin 3,None,30.03,0
111.2,3,2,2504.0,Apartment,Dublin 4,Parking;Garden,22.52,2
55.9,4,1,972.55,House,Dublin 6,None,17.4,0
109.1,2,1,2258.61,Apartment,Dublin 2,None,20.7,0
77.3,1,1,1913.96,Studio,Dublin 4,Gym;Parking,24.76,2
108.1,2,1,3681.58,Apartment,Dublin 3,Parking;Garden,34.06,2
42.8,4,1,4784.92,House,Dublin 8,None,111.8,0
108.9,3,1,1925.8,House,Dublin 3,Gym;Pool,17.68,2
149.9,2,1,4208.16,House,Dublin 1,Gym;Parking,28.07,2
35.8,3,1,1032.51,Apartment,Dublin 4,None,28.84,0
147.3,3,1,3060.11,House,Dublin 1,Gym;Parking,20.77,2
78.8,3,2,1096.31,Apartment,Dublin 2,Gym;Parking,13.91,2
134.5,2,2,4722.94,Studio,Dublin 8,Gym;Pool,35.11,2
123.9,3,2,4018.68,Studio,Dublin 1,Gym;Pool,32.43,2
98.0,3,1,3563.39,Apartment,Dublin 2,Gym;Pool,36.36,2
118.6,2,1,4260.36,House,Dublin 3,Parking;Garden,35.92,2
135.4,3,2,3519.58,Apartment,Dublin 1,Gym;Parking,25.99,2
78.5,2,1,4869.57,Apartment,Dublin 1,None,62.03,0
69.2,4,2,3798.62,Apartment,Dublin 6,Gym;Pool,54.89,2
110.1,4,1,4683.57,Studio,Dublin 8,Gym;Pool,42.54,2
126.9,4,2,2971.95,Apartment,Dublin 8,Gym;Parking,23.42,2
121.5,3,2,1291.67,Studio,Dublin 3,Gym;Parking,10.63,2
125.7,1,2,3018.35,Apartment,Dublin 6,Gym;Parking,24.01,2
82.3,1,1,1332.87,Studio,Dublin 2,None,16.2,0
128.1,3,2,3288.47,Apartment,Dublin 2,Parking;Garden,25.67,2
44.4,1,1,2826.47,Apartment,Dublin 3,Parking;Garden,63.66,2
95.3,2,1,3414.82,House,Dublin 8,Gym;Pool,35.83,2
30.7,1,1,842.2,House,Dublin 2,Parking;Garden,27.43,2
69.0,3,1,1618.33,Apartment,Dublin 3,None,23.45,0
74.0,3,1,2863.59,Apartment,Dublin 2,Parking;Garden,38.7,2
77.5,2,1,4792.11,Apartment,Dublin 4,None,61.83,0
113.5,4,1,2411.16,Apartment,Dublin 1,Gym;Pool,21.24,2
76.6,3,2,2582.36,House,Dublin 8,Gym;Parking,33.71,2
83.8,2,2,3801.72,Studio,Dublin 4,None,45.37,0
58.5,1,2,3335.93,Apartment,Dublin 3,Gym;Parking,57.02,2
74.8,1,1,2055.49,House,Dublin 3,Gym;Pool,27.48,2
57.3,2,1,2525.43,Apartment,Dublin 4,None,44.07,0
38.8,2,1,1714.34,Apartment,Dublin 1,None,44.18,0
102.4,3,1,4857.29,Studio,Dublin 1,Parking;Garden,47.43,2
110.2,1,2,1348.66,Apartment,Dublin 6,None,12.24,0
104.3,2,1,2361.71,Apartment,Dublin 2,Gym;Pool,22.64,2
85.6,1,2,908.52,Studio,Dublin 6,Gym;Parking,10.61,2
75.6,2,1,1731.47,Studio,Dublin 1,None,22.9,0
133.6,1,2,4077.98,Studio,Dublin 4,Gym;Pool,30.52,2
92.3,4,1,1644.94,Studio,Dublin 2,Gym;Pool,17.82,2
87.5,3,2,1136.27,House,Dublin 4,None,12.99,0
33.1,1,1,2792.7,House,Dublin 6,Parking;Garden,84.37,2
70.9,4,2,841.87,House,Dublin 3,None,11.87,0
75.6,1,1,1156.02,Apartment,Dublin 4,None,15.29,0
77.9,1,2,4192.03,Studio,Dublin 6,Parking;Garden,53.81,2
99.6,4,2,4040.19,Studio,Dublin 6,Gym;Pool,40.56,2
94.0,1,1,4643.58,House,Dublin 6,None,49.4,0
102.9,1,2,4388.96,Apartment,Dublin 3,Parking;Garden,42.65,2
121.8,3,1,3669.34,Apartment,Dublin 3,Gym;Parking,30.13,2
127.6,4,1,1019.8,Apartment,Dublin 3,Gym;Parking,7.99,2
116.2,4,1,4087.96,House,Dublin 2,Parking;Garden,35.18,2
144.7,2,2,4351.15,Apartment,Dublin 3,Gym;Pool,30.07,2
32.2,1,2,4156.15,Apartment,Dublin 3,Parking;Garden,129.07,2
53.5,3,1,2935.61,Apartment,Dublin 3,Gym;Pool,54.87,2
30.9,1,1,1778.19,Studio,Dublin 4,Gym;Parking,57.55,2
107.7,1,2,4350.39,House,Dublin 3,None,40.39,0
137.8,2,2,3854.08,Studio,Dublin 2,Parking;Garden,27.97,2
59.2,1,2,4919.2,Studio,Dublin 6,Gym;Parking,83.09,2
141.2,3,1,1453.91,House,Dublin 4,None,10.3,0
37.2,3,1,1747.79,Studio,Dublin 1,Gym;Parking,46.98,2
142.1,2,1,1689.55,Apartment,Dublin 3,Parking;Garden,11.89,2
72.2,1,1,4128.67,Apartment,Dublin 6,Parking;Garden,57.18,2
42.2,3,1,1585.01,Apartment,Dublin 6,None,37.56,0
88.3,1,2,1079.97,Apartment,Dublin 4,Parking;Garden,12.23,2
60.8,1,1,4993.96,House,Dublin 1,Gym;Parking,82.14,2
64.2,1,2,904.23,Studio,Dublin 8,None,14.08,0
66.9,2,2,4308.03,Studio,Dublin 2,None,64.4,0
126.4,1,1,2334.54,Apartment,Dublin 8,Gym;Parking,18.47,2
94.7,3,2,4334.78,Apartment,Dublin 6,Gym;Pool,45.77,2
67.4,1,1,3129.41,Studio,Dublin 8,None,46.43,0
103.2,3,2,4586.85,House,Dublin 6,Gym;Pool,44.45,2
115.9,1,1,4690.01,Studio,Dublin 8,Gym;Parking,40.47,2
62.7,3,1,838.21,Apartment,Dublin 6,Gym;Parking,13.37,2
79.6,3,2,1116.73,Apartment,Dublin 6,None,14.03,0
44.6,1,1,1851.51,House,Dublin 4,Parking;Garden,41.51,2
51.7,1,2,3611.12,Studio,Dublin 1,None,69.85,0
111.7,3,1,4530.74,House,Dublin 6,Parking;Garden,40.56,2
51.8,4,1,2731.76,House,Dublin 2,Gym;Pool,52.74,2
93.0,2,1,3349.29,Apartment,Dublin 2,Parking;Garden,36.01,2
115.1,4,2,1591.7,Studio,Dublin 3,None,13.83,0
42.8,4,2,4180.86,Apartment,Dublin 6,Parking;Garden,97.68,2
98.1,1,1,4862.78,Studio,Dublin 6,Gym;Parking,49.57,2
